City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
698,Wembley,AU,-31.9333,115.8,60.78,92,86,15.43,overcast clouds
699,Taksimo,RU,56.3444,114.8794,62.13,80,100,2.26,overcast clouds
700,Dom Pedrito,BR,-30.9828,-54.6731,67.86,89,100,2.24,overcast clouds
701,Obo,CF,5.3998,26.4869,74.53,87,98,3.8,light rain
702,Zahir Pir,PK,28.8124,70.524,83.1,73,86,20.62,overcast clouds
703,Barmer,IN,25.75,71.3833,87.39,64,100,18.79,overcast clouds
704,Hiji,JP,33.3667,131.5333,76.1,82,73,6.8,broken clouds
705,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,4.61,overcast clouds
706,Praia Da Vitoria,PT,38.7333,-27.0667,79.05,65,20,2.1,few clouds
707,Okato,NZ,-39.2,173.8833,50.18,50,23,28.99,few clouds
708,Patos,BR,-7.0244,-37.28,85.28,46,99,16.04,overcast clouds
709,Linxia,CN,35.6003,103.2064,53.22,93,100,3.09,overcast clouds
710,Eenhana,NA,-17.4667,16.3333,75.42,15,0,5.93,clear sky
711,Sa Kaeo,TH,13.75,102.3333,73.36,94,100,4.0,overcast clouds
712,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,100,100,9.22,drizzle
713,Maltahohe,NA,-24.8333,16.9833,66.51,20,0,6.91,clear sky
714,Qasigiannguit,GL,68.8193,-51.1922,62.85,69,100,8.86,overcast clouds
715,Quelimane,MZ,-17.8786,36.8883,75.15,78,20,11.99,few clouds
716,Tukrah,LY,32.5341,20.5791,80.58,56,0,14.12,clear sky
717,Nakhon Si Thammarat,TH,8.25,100.0,77.88,84,100,2.24,overcast clouds
718,Ittiri,IT,40.5929,8.5684,86.9,32,0,9.71,clear sky
719,Oriximina,BR,-1.7656,-55.8661,87.06,61,12,4.61,few clouds
720,Arua,UG,3.0201,30.9111,71.28,69,96,4.54,overcast clouds
721,Tautira,PF,-17.7333,-149.15,75.13,78,14,10.96,light rain
722,Mosquera,CO,4.7059,-74.2302,59.09,77,75,6.91,broken clouds
723,Kannur,IN,11.8675,75.3576,78.87,87,92,10.13,light rain
724,Iquique,CL,-20.2208,-70.1431,59.04,68,91,4.34,overcast clouds
725,Salamiyah,SY,35.0113,37.0532,84.43,35,0,20.69,clear sky
726,Victoria Point,AU,-27.5833,153.3,61.81,96,99,5.99,light rain
727,Xinqing,CN,48.2333,129.5,60.44,98,48,2.66,scattered clouds
